user_id,Time,,,,,,,,,,,,
4,"9/11/17, 12:39",,,,,,,,,,,,
25012,"9/11/17, 12:32",,,,,,,,,,,,
25012,"9/11/17, 12:32",,,,,,,,,,,,
25012,"9/11/17, 12:32",,,,,,,,,,,,
25012,"9/11/17, 12:32",,,,,,,,,,,,
25012,"9/11/17, 12:32",,,,,,,,,,,,
25012,"9/11/17, 12:32",,,,,,,,,,,,
25012,"9/11/17, 12:32",,,,,,,,,,,,
4,"9/11/17, 12:31",,,,,,,,,,,,
25012,"9/11/17, 12:31",,,,,,,,,,,,
25012,"9/11/17, 12:31",,,,,,,,,,,,
25012,"9/11/17, 12:31",,,,,,,,,,,,
25012,"9/11/17, 12:31",,,,,,,,,,,,
25012,"9/11/17, 12:30",,,,,,,,,,,,
4,"9/11/17, 12:29",,,,,,,,,,,,
4,"9/11/17, 12:27",,,,,,,,,,,,
25012,"9/11/17, 12:27",,,,,,,,,,,,
25012,"9/11/17, 12:27",,,,,,,,,,,,
26891,"9/11/17, 12:26",,,,,,,,,,,,
26891,"9/11/17, 12:26",,,,,,,,,,,,
26891,"9/11/17, 12:26",,,,,,,,,,,,
26891,"9/11/17, 12:26",,,,,,,,,,,,
26891,"9/11/17, 12:26",,,,,,,,,,,,
26891,"9/11/17, 12:26",,,,,,,,,,,,
26891,"9/11/17, 12:26",,,,,,,,,,,,
26891,"9/11/17, 12:25",,,,,,,,,,,,
26891,"9/11/17, 12:25",,,,,,,,,,,,
26891,"9/11/17, 12:25",,,,,,,,,,,,
26891,"9/11/17, 12:25",,,,,,,,,,,,
26891,"9/11/17, 12:25",,,,,,,,,,,,
26891,"9/11/17, 12:24",,,,,,,,,,,,
26891,"9/11/17, 12:24",,,,,,,,,,,,
26891,"9/11/17, 12:24",,,,,,,,,,,,
26891,"9/11/17, 12:24",,,,,,,,,,,,
26891,"9/11/17, 12:24",,,,,,,,,,,,
26945,"9/11/17, 12:22",,,,,,,,,,,,
26945,"9/11/17, 12:22",,,,,,,,,,,,
26945,"9/11/17, 12:22",,,,,,,,,,,,
26945,"9/11/17, 12:22",,,,,,,,,,,,
26945,"9/11/17, 12:21",,,,,,,,,,,,
26945,"9/11/17, 12:21",,,,,,,,,,,,
26945,"9/11/17, 12:21",,,,,,,,,,,,
26945,"9/11/17, 12:21",,,,,,,,,,,,
26945,"9/11/17, 12:21",,,,,,,,,,,,
26945,"9/11/17, 12:21",,,,,,,,,,,,
26945,"9/11/17, 12:21",,,,,,,,,,,,
26945,"9/11/17, 12:20",,,,,,,,,,,,
26945,"9/11/17, 12:16",,,,,,,,,,,,
26945,"9/11/17, 12:16",,,,,,,,,,,,
26945,"9/11/17, 12:16",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:14",,,,,,,,,,,,
26945,"9/11/17, 12:13",,,,,,,,,,,,
25651,"9/11/17, 11:46",,,,,,,,,,,,
25651,"9/11/17, 11:46",,,,,,,,,,,,
25651,"9/11/17, 11:46",,,,,,,,,,,,
25651,"9/11/17, 11:46",,,,,,,,,,,,
25651,"9/11/17, 11:46",,,,,,,,,,,,
25651,"9/11/17, 11:46",,,,,,,,,,,,
25651,"9/11/17, 11:46",,,,,,,,,,,,
25651,"9/11/17, 11:45",,,,,,,,,,,,
25651,"9/11/17, 11:45",,,,,,,,,,,,
25651,"9/11/17, 11:45",,,,,,,,,,,,
25651,"9/11/17, 11:45",,,,,,,,,,,,
26891,"9/11/17, 11:21",,,,,,,,,,,,
26891,"9/11/17, 11:20",,,,,,,,,,,,
26891,"9/11/17, 11:20",,,,,,,,,,,,
26891,"9/11/17, 11:20",,,,,,,,,,,,
26891,"9/11/17, 11:18",,,,,,,,,,,,
26891,"9/11/17, 11:17",,,,,,,,,,,,
26945,"9/11/17, 11:01",,,,,,,,,,,,
26945,"9/11/17, 10:34",,,,,,,,,,,,
26945,"9/11/17, 10:34",,,,,,,,,,,,
26945,"9/11/17, 10:34",,,,,,,,,,,,
26945,"9/11/17, 10:34",,,,,,,,,,,,
26945,"9/11/17, 10:34",,,,,,,,,,,,
26945,"9/11/17, 10:34",,,,,,,,,,,,
25651,"9/11/17, 10:30",,,,,,,,,,,,
25651,"9/11/17, 10:25",,,,,,,,,,,,
20447,"9/11/17, 09:24",,,,,,,,,,,,
26325,"9/11/17, 00:03",,,,,,,,,,,,
26325,"9/11/17, 00:03",,,,,,,,,,,,
26325,"9/11/17, 00:02",,,,,,,,,,,,
26325,"9/11/17, 00:02",,,,,,,,,,,,
26325,"9/11/17, 00:02",,,,,,,,,,,,
26325,"9/11/17, 00:02",,,,,,,,,,,,
26571,"9/10/17, 23:57",,,,,,,,,,,,
21090,"9/10/17, 23:28",,,,,,,,,,,,
21090,"9/10/17, 23:28",,,,,,,,,,,,
21090,"9/10/17, 23:28",,,,,,,,,,,,
21090,"9/10/17, 23:28",,,,,,,,,,,,
21090,"9/10/17, 23:27",,,,,,,,,,,,
21090,"9/10/17, 23:27",,,,,,,,,,,,
21090,"9/10/17, 23:26",,,,,,,,,,,,
21090,"9/10/17, 23:26",,,,,,,,,,,,
21090,"9/10/17, 23:26",,,,,,,,,,,,
21090,"9/10/17, 23:26",,,,,,,,,,,,
21090,"9/10/17, 23:26",,,,,,,,,,,,
21090,"9/10/17, 23:26",,,,,,,,,,,,
21090,"9/10/17, 23:25",,,,,,,,,,,,
21090,"9/10/17, 23:25",,,,,,,,,,,,
21090,"9/10/17, 23:25",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
2,"9/10/17, 23:23",,,,,,,,,,,,
21090,"9/10/17, 23:22",,,,,,,,,,,,
8498,"9/10/17, 22:56",,,,,,,,,,,,
8498,"9/10/17, 22:56",,,,,,,,,,,,
8498,"9/10/17, 22:56",,,,,,,,,,,,
8498,"9/10/17, 22:56",,,,,,,,,,,,
8498,"9/10/17, 22:56",,,,,,,,,,,,
8498,"9/10/17, 22:55",,,,,,,,,,,,
